,acc,site,main_class,sub_class_1,sub_class_all,binding_sites,area_a2,alpha_seeds,beta_seeds,hydrophobicity,pdbs
97,Q8TC27,3,Enzymes,Hydrolases,3.4.24,"[144, 296, 571]","[875.2102856739348, 5649.758585591985, 1409.9939068209032]","[7, 1, 48]","[295, 6, 183]","[14.5, -25.199, -0.2999]",[]
98,Q9BZ11,2,Enzymes,Hydrolases,3.4.24,"[484, 315]","[1672.9952446982588, 1143.506758576369]","[471, 0]","[2835, 0]","[14.4999, -8.6]","['1R54', '1R55']"
99,Q99965,6,Enzymes,Hydrolases,3.4.24,"[217, 126, 340, 258, 448, 563]","[1495.5059256714205, 1349.4594888211493, 1626.2297291674881, 952.9369725077227, 675.9006664131903, 1873.9262748341064]","[206, 274, 0, 1, 146, 11]","[221, 433, 1, 641, 1434, 464]","[6.3, -10.2, 4.1, 4.8, -7.0, 9.9]",[]
100,Q9H2U9,3,Enzymes,Hydrolases,3.4.24,"[325, 111, 314]","[1988.0934971948116, 1895.3443736381637, 3220.773393615965]","[19, 79, 44]","[94, 150, 68]","[-2.5, 17.3, -1.4]",[]
101,P78325,2,Enzymes,Hydrolases,3.4.24,"[34, 199]","[1074.294175684755, 1092.6717170063653]","[309, 1]","[1519, 2]","[17.5, -15.899]",['4DD8']
102,Q13443,2,Enzymes,Hydrolases,3.4.24,"[318, 134]","[2471.9996070933103, 1685.2360144443849]","[16, 14]","[1, 34]","[-10.399, -10.5]",[]
103,Q08462,2,Enzymes,Lyases,4.6.1,"[581, 127]","[1068.05501145982, 1960.9976484085446]","[12, 0]","[136, 63]","[2.3, 40.0999]",[]
104,O60266,1,Enzymes,Lyases,4.6.1,[614],[1086.7145204183637],[0],[21],[1.59999],[]
105,O95622,0,Enzymes,Lyases,4.6.1,[],[],[],[],[],[]
106,O43306,2,Enzymes,Lyases,4.6.1,"[126, 649]","[1110.3833182556036, 736.9635313253536]","[9, 28]","[9, 92]","[-0.6, 5.19999]",[]
107,P51828,1,Enzymes,Lyases,4.6.1,[200],[7773.313485574663],[147],[173],[100.599],[]
108,O60503,1,Enzymes,Lyases,4.6.1,[916],[1352.3427727454437],[0],[0],[0.59999],[]
109,P08588,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['2LSQ', '7BTS', '7BU6', '7BU7', '7BVQ']"
110,P07550,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['1GQ4', '2R4R', '2R4S', '2RH1', '3D4S', '3KJ6', '3NY8', '3NY9', '3NYA', '3P0G', '3PDS', '3SN6', '4GBR', '4LDE', '4LDL', '4LDO', '4QKX', '5D5A', '5D5B', '5D6L', '5JQH', '5X7D', '6E67', '6KR8', '6MXT', '6N48', '6NI3', '6OBA', '6PRZ', '6PS0', '6PS1', '6PS2', '6PS3', '6PS4', '6PS5', '6PS6', '7BZ2', '7DHI', '7DHR']"
111,P13945,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
112,Q6UXC1,1,Unclassified,Unclassified,Unclassified,[588],[8225.097392366624],[38],[17],[-81.4],[]
113,P30556,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['4YAY', '4ZUD', '6DO1', '6OS0', '6OS1', '6OS2']"
114,P50052,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['5UNF', '5UNG', '5UNH', '5XJM', '6JOD', '7C6A', '7JNI']"
115,Q9UKB5,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
116,Q9UM73,5,Unclassified,Unclassified,Unclassified,"[967, 584, 1273, 170, 389]","[2663.0061133259005, 2386.302777267554, 2599.7931967007526, 1409.8919020223973, 836.6836938399395]","[17, 37, 0, 76, 105]","[964, 77, 0, 69, 497]","[-21.9, 25.0, 17.9, 11.0, 17.0]","['2KUP', '2KUQ', '2XB7', '2XBA', '2XP2', '2YFX', '2YHV', '2YJR', '2YJS', '2YS5', '2YT2', '3AOX', '3L9P', '3LCS', '3LCT', '4ANL', '4ANQ', '4ANS', '4CCB', '4CCU', '4CD0', '4CLI', '4CLJ', '4CMO', '4CMT', '4CMU', '4CNH', '4CTB', '4CTC', '4DCE', '4FNW', '4FNX', '4FNY', '4FNZ', '4FOB', '4FOC', '4FOD', '4JOA', '4MKC', '4TT7', '4Z55', '5A9U', '5AA8', '5AA9', '5AAA', '5AAB', '5AAC', '5FTO', '5FTQ', '5IMX', '5IUG', '5IUH', '5IUI', '5KZ0', '5VZ5', '6AT9', '6CDT', '6E0R', '6EBW', '6EDL', '6MX8', '7BTT', '7JY4', '7JYR', '7JYS', '7JYT', '7LRZ', '7LS0', '7MZW', '7MZY', '7N00', '7NWZ', '7NX3', '7NX4', '7R7K', '7R7R', '8ARJ']"
117,P19021,2,Enzymes,Oxidoreductases,1.14.17.3/4.3.2.5,"[578, 201]","[796.611128139622, 1291.764915439862]","[1394, 2]","[4429, 4]","[8.1, 6.29999]",[]
118,Q86WK6,1,Miscellaneous,Other,Other;LRRC,[116],[2375.7877503007057],[341],[443],[-33.2],[]
119,Q86SJ2,2,Miscellaneous,Other,Other;LRRC,"[233, 171]","[1403.0366365715086, 1958.775456419811]","[353, 7]","[557, 124]","[19.2999, -48.4]",[]
120,Q86WK7,1,Miscellaneous,Other,Other;LRRC,[139],[2058.904607755781],[11],[65],[-32.699],[]
121,Q16671,2,Receptors,Kinase,Kinase;Act.TGFB,"[62, 338]","[1449.4538619537705, 2187.2908336070113]","[231, 0]","[368, 1]","[-7.0999, -10.3]",['7L0J']
122,Q9BXJ7,3,Unclassified,Unclassified,Unclassified,"[7, 116, 77]","[987.1326267656302, 1105.0876014541082, 1791.0780162730778]","[0, 429, 3299]","[278, 686, 2852]","[10.2, 14.5999, 36.1999]",['6GJE']
123,Q07075,2,Enzymes,Hydrolases,3.4.11,"[865, 642]","[2208.883271410795, 729.3608771036666]","[405, 16]","[493, 1049]","[-28.899, 4.6]","['4KX7', '4KX8', '4KX9', '4KXA', '4KXB', '4KXC', '4KXD']"
124,P15144,2,Enzymes,Hydrolases,3.4.11,"[872, 337]","[1295.3424525555056, 847.4921300465957]","[62, 461]","[221, 1776]","[-9.6, -3.5]","['4FYQ', '4FYR', '4FYS', '4FYT', '5LHD', '6ATK', '6U7E', '6U7F', '6U7G', '6XWD', '7AEW', '7VPQ']"
125,Q9HCJ1,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
126,Q5XXA6,3,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[672, 908, 792]","[8472.84804324006, 882.66439298373, 956.6591780258092]","[305, 104, 16]","[531, 283, 256]","[102.899, 10.5, 21.4999]",[]
127,Q9NQ90,4,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[703, 607, 563, 345]","[1330.3233110513386, 2754.405903445284, 1374.9907468957397, 970.5649918783378]","[1, 14, 55, 18]","[243, 179, 534, 299]","[16.5, 30.7, 7.99999, 8.89999]",[]
128,Q9BYT9,3,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[716, 939, 575]","[657.8877049797741, 577.944256070481, 1295.380461948105]","[12, 50, 130]","[54, 116, 923]","[1.29999, -4.5, 21.5]",[]
129,Q75V66,3,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[634, 285, 760]","[847.0082859928482, 823.0493756488322, 1036.8791646588072]","[2, 15, 809]","[10, 65, 1345]","[-1.3999, 10.2, 10.9]",[]
130,Q4KMQ2,3,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[704, 507, 753]","[2336.223269338192, 911.7363423341998, 965.9518927398444]","[2018, 96, 3]","[1001, 355, 87]","[14.8999, 21.4, 5.29999]",[]
131,Q6IWH7,4,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[660, 545, 214, 795]","[1808.1516027179755, 1330.4586710311044, 1105.8545766976233, 1166.7095535033268]","[1, 0, 5, 21]","[72, 0, 17, 53]","[4.1, 39.2, 7.5, -5.5999]",[]
132,A1A5B4,3,Miscellaneous,Unknown_function,Unknown_function;TMEM16,"[499, 462, 628]","[857.0361721729179, 1362.0246958826735, 1066.2908714369985]","[200, 0, 2323]","[239, 1, 1377]","[18.4, 18.9, 25.7]",[]
133,P16066,3,Receptors,Kinase,Kinase;RGC,"[852, 617, 119]","[5074.829482767061, 1554.9640572991111, 3167.026173226272]","[2, 0, 16]","[23, 0, 24]","[26.7, 4.09999, 14.2]",[]
134,P20594,4,Receptors,Kinase,Kinase;RGC,"[479, 801, 81, 906]","[5008.819579052857, 3672.5156064313505, 3059.5266903846027, 4173.667120743333]","[11, 0, 102, 29]","[291, 3, 181, 326]","[8.79999, 3.1, -11.3, 29.5]",[]
135,P17342,3,Receptors,Kinase,Kinase;RGC,"[431, 366, 141]","[585.229066442833, 942.0247861733094, 1878.0883033236958]","[8, 152, 228]","[321, 99, 1372]","[-9.2, 3.3, -0.8]","['1JDN', '1JDP', '1YK0', '1YK1']"
136,Q9H6X2,2,Unclassified,Unclassified,Unclassified,"[223, 172]","[1329.5301558690433, 3078.55543344268]","[438, 0]","[273, 10]","[13.8999, -51.0]","['3N2N', '6ADL', '6ADM', '6ADR', '6CX1']"
137,P58335,1,Unclassified,Unclassified,Unclassified,[243],[3714.6071302252794],[124],[295],[21.9],"['1SHT', '1SHU', '1T6B', '1TZN', '7N1O', '8FT6', '8FT8', '8FZ4']"
138,A6NF34,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
139,Q16853,1,Unmatched,Unmatched,Unmatched,[488],[9706.312756048192],[89],[77],[-6.5999],"['1PU4', '1US1', '2C10', '2C11', '2Y73', '2Y74', '3ALA', '4BTW', '4BTX', '4BTY']"
140,Q8J025,2,Unclassified,Unclassified,Unclassified,"[114, 306]","[1441.1422162048284, 3421.0194789831407]","[204, 2]","[1452, 227]","[-6.9, -23.9]",[]
141,P35414,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['2LOT', '2LOU', '2LOV', '2LOW', '5VBL', '6KNM', '7SUS', '7W0L', '7W0M', '7W0N', '7W0O', '7W0P']"
142,P51693,4,Unclassified,Unclassified,Unclassified,"[460, 381, 633, 329]","[1345.8270707968038, 3565.641727163783, 1163.7097203700935, 817.8469369995819]","[15, 26, 0, 3]","[5, 46, 9, 155]","[-11.1, -35.3, -14.5, -1.7999]","['3PMR', '3Q7G', '3Q7L', '3QMK', '4RD9', '4RDA']"
143,Q06481,3,Unclassified,Unclassified,Unclassified,"[758, 740, 54]","[698.8104399512852, 5897.465797159588, 591.013475434887]","[0, 0, 414]","[14, 3, 1266]","[0.89999, -52.9, 14.5]","['5JBT', '5TPT']"
144,Q96PS8,0,Transporters,Channels,Channels;Aquaporins,[],[],[],[],[],['6F7H']
145,P29972,0,Transporters,Channels,Channels;Aquaporins,[],[],[],[],[],"['1FQY', '1H6I', '1IH5', '4CSK', '6POJ', '7UZE', '8CT2', '8CTE']"
146,P41181,0,Transporters,Channels,Channels;Aquaporins,[],[],[],[],[],"['4NEF', '4OJ2', '6QF5']"
147,P55087,0,Transporters,Channels,Channels;Aquaporins,[],[],[],[],[],['3GD8']
148,P55064,0,Transporters,Channels,Channels;Aquaporins,[],[],[],[],[],"['3D9S', '5C5X', '5DYE', '7STC']"
149,O94778,1,Transporters,Channels,Channels;Aquaporins,[77],[3342.1181855627615],[659],[4741],[117.699],[]
150,O43315,0,Transporters,Channels,Channels;Aquaporins,[],[],[],[],[],[]
151,Q6UW56,1,Unclassified,Unclassified,Unclassified,[97],[2023.627043287109],[910],[3997],[-7.3],[]
152,P15514,1,Unclassified,Unclassified,Unclassified,[14],[1115.9045703815511],[0],[5],[22.5],['2RNL']
153,P07306,2,Receptors,SCAR,SCAR;Class_E,"[158, 70]","[3454.1500945463863, 5020.390918068106]","[248, 1]","[1558, 32]","[-9.6, 51.0999]","['1DV8', '5JPV', '5JQ1', '6YAU']"
154,P07307,3,Receptors,SCAR,SCAR;Class_E,"[155, 278, 111]","[2522.7466064988253, 1856.8920552601146, 2407.532574437869]","[4, 66, 52]","[21, 187, 214]","[-14.1, -19.199, 25.7]",[]
155,P78348,1,Unclassified,Unclassified,Unclassified,[372],[4158.139896015701],[1],[3],[11.7],"['6L6I', '6L6N', '7CFS', '7CFT', '7RNN']"
156,Q96FT7,2,Unmatched,Unmatched,Unmatched,"[403, 393]","[1620.805827628708, 5539.863929240162]","[257, 61]","[375, 153]","[6.69999, -25.3]",[]
157,Q9NY37,2,Unclassified,Unclassified,Unclassified,"[272, 87]","[1478.2124277407706, 1020.6460512114805]","[150, 7]","[235, 158]","[18.9999, 22.9]",[]
158,O14525,10,Unclassified,Unclassified,Unclassified,"[1044, 803, 786, 1136, 90, 735, 421, 426, 694, 506]","[1020.2339595825373, 1754.244975589934, 1850.5605825102957, 2219.0267371724412, 1067.5711674060724, 1180.5112293771529, 1171.2943395228435, 1078.6132838070234, 721.561582452921, 982.5265089441446]","[2, 198, 0, 4, 0, 7, 0, 1, 19, 185]","[4, 461, 0, 54, 1, 66, 0, 9, 99, 601]","[5.4, -9.2, 0.39999, 9.59999, -0.9, 1.79999, 22.6, 3.09999, 11.7999, 3.0]",[]
159,O75129,6,Unclassified,Unclassified,Unclassified,"[953, 1069, 1175, 1080, 1123, 488]","[881.7267633244643, 3861.4583577861927, 1922.8350546863262, 754.0935500827333, 1036.8570571549487, 2331.7156656567076]","[916, 16, 4, 50, 38, 222]","[6032, 88, 61, 59, 390, 572]","[8.3, -28.8, -1.5999, 2.1, -3.5, 31.7]","['5J67', '5J68', '5J69']"
160,Q9HD20,0,Transporters,Active_transporters,Active_transporters;P-ATPase,[],[],[],[],[],[]
161,Q9NQ11,1,Transporters,Active_transporters,Active_transporters;P-ATPase,[408],[722.8246190549476],[0],[0],[30.9999],"['7FJM', '7FJP', '7FJQ', '7M5V', '7M5X', '7M5Y', '7N70', '7N72', '7N73', '7N74', '7N75', '7N76', '7N77', '7N78', '7VPI', '7VPJ', '7VPK', '7VPL']"
162,Q9H7F0,1,Transporters,Active_transporters,Active_transporters;P-ATPase,[190],[605.0457286954489],[87],[60],[6.9],[]
163,Q4VNC0,1,Transporters,Active_transporters,Active_transporters;P-ATPase,[384],[1322.952591694694],[0],[0],[25.4999],[]
164,P05023,1,Transporters,Active_transporters,Active_transporters;P-ATPase,[1005],[1191.733502542004],[2995],[1882],[3.6],"['7E1Z', '7E20', '7E21']"
165,P50993,2,Transporters,Active_transporters,Active_transporters;P-ATPase,"[92, 346]","[1227.766600651317, 1815.1022795013075]","[1, 115]","[59, 155]","[12.5999, 8.1]",[]
166,P13637,0,Transporters,Active_transporters,Active_transporters;P-ATPase,[],[],[],[],[],"['8D3U', '8D3V', '8D3W', '8D3X', '8D3Y']"
167,Q13733,1,Transporters,Active_transporters,Active_transporters;P-ATPase,[755],[490.7902702447818],[23],[8],[10.8999],[]
168,P05026,0,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;ATP1B,[],[],[],[],[],"['7E1Z', '7E20', '7E21', '8D3U', '8D3V', '8D3W', '8D3X', '8D3Y']"
169,P14415,0,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;ATP1B,[],[],[],[],[],[]
170,P54709,1,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;ATP1B,[211],[668.1690517523277],[5],[7],[5.6],[]
171,Q9UN42,0,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;ATP1B,[],[],[],[],[],[]
172,Q01814,2,Transporters,Active_transporters,Active_transporters;P-ATPase,"[1140, 286]","[959.4608193262051, 638.121269424521]","[1, 5]","[28, 19]","[5.7, 18.3]",[]
173,Q16720,2,Transporters,Active_transporters,Active_transporters;P-ATPase,"[288, 1115]","[737.9921120311957, 1128.2886510518133]","[4, 0]","[462, 2]","[26.2, 9.3]",[]
174,P23634,2,Transporters,Active_transporters,Active_transporters;P-ATPase,"[912, 284]","[1143.9630652130297, 583.9927915560036]","[427, 60]","[55, 72]","[18.3, 23.8]","['1CFF', '2KNE']"
175,Q7Z3C6,3,Unclassified,Unclassified,Unclassified,"[242, 154, 116]","[1377.2887637441986, 2047.216719531592, 1389.0299814733096]","[2, 42, 13]","[24, 441, 86]","[35.3, 36.2, 35.6]","['6WQZ', '6WR4', '7JLO', '7JLP', '7JLQ']"
176,P51164,0,Transporters,AuxillaryTransportUnit,AuxillaryTransportUnit;ATP1B,[],[],[],[],[],[]
177,Q5VV63,4,Unclassified,Unclassified,Unclassified,"[1322, 604, 142, 1116]","[2132.25032424159, 3861.1779415530377, 3536.2046161487033, 1048.9372566098912]","[1, 2, 603, 5]","[0, 0, 1220, 83]","[44.5999, 35.3999, -35.399, -4.8]",[]
178,O75882,6,Unclassified,Unclassified,Unclassified,"[333, 204, 199, 1370, 468, 1159]","[686.0639125730257, 3758.9588554005427, 1341.9458463913138, 2682.0015012027175, 1631.4661047744162, 743.7336634938397]","[0, 0, 0, 44, 47, 118]","[2, 0, 1, 193, 60, 235]","[-20.4, -25.8, 18.0, 40.4, 0.69999, -3.8]",[]
179,P27037,2,Receptors,Kinase,Kinase;Act.TGFB,"[77, 201]","[2422.498384922775, 2860.2079566266525]","[0, 20]","[30, 57]","[-29.099, -37.4]","['3Q4T', '3SOC', '4ASX', '5NH3', '7U5P']"
180,Q13705,3,Receptors,Kinase,Kinase;Act.TGFB,"[339, 60, 30]","[3015.259710640797, 1672.238353579311, 1142.3408786360371]","[0, 98, 97]","[2, 4140, 4191]","[-24.499, -5.6999, 6.9]","['2H62', '2QLU', '4FAO', '5NGV', '5NHR', '7MRZ', '7OLY']"
181,P02730,1,Transporters,SLC,SLC;APC;SLC4,[319],[2433.0044913178917],[2455],[3808],[37.5999],"['1BH7', '1BNX', '1BTQ', '1BTR', '1BTS', '1BTT', '1BZK', '1HYN', '2BTA', '2BTB', '3BTB', '4KY9', '4YZF', '7TVZ', '7TW0', '7TW1', '7TW2', '7TW3', '7TW5', '7TW6', '7UZ3', '7UZU', '7UZV', '7V07', '7V0K', '7V0M', '7V0T', '7V0U', '7V0Y', '7V19', '8CRQ', '8CRR', '8CRT', '8CS9', '8CSL', '8CSV', '8CSY', '8CT3', '8CTE']"
182,P56817,2,Enzymes,Hydrolases,3.4.23,"[217, 95]","[701.7342542993206, 1319.076409351487]","[3, 12]","[43, 0]","[11.6, 6.3]","['1FKN', '1M4H', '1PY1', '1SGZ', '1TQF', '1UJJ', '1UJK', '1W50', '1W51', '1XN2', '1XN3', '1XS7', '1YM2', '1YM4', '2B8L', '2B8V', '2F3E', '2F3F', '2FDP', '2G94', '2HIZ', '2HM1', '2IQG', '2IRZ', '2IS0', '2NTR', '2OAH', '2OF0', '2OHK', '2OHL', '2OHM', '2OHN', '2OHP', '2OHQ', '2OHR', '2OHS', '2OHT', '2OHU', '2P4J', '2P83', '2P8H', '2PH6', '2PH8', '2Q11', '2Q15', '2QK5', '2QMD', '2QMF', '2QMG', '2QP8', '2QU2', '2QU3', '2QZK', '2QZL', '2VA5', '2VA6', '2VA7', '2VIE', '2VIJ', '2VIY', '2VIZ', '2VJ6', '2VJ7', '2VJ9', '2VKM', '2VNM', '2VNN', '2WEZ', '2WF0', '2WF1', '2WF2', '2WF3', '2WF4', '2WJO', '2XFI', '2XFJ', '2XFK', '2ZDZ', '2ZE1', '2ZHR', '2ZHS', '2ZHT', '2ZHU', '2ZHV', '2ZJH', '2ZJI', '2ZJJ', '2ZJK', '2ZJL', '2ZJM', '2ZJN', '3BRA', '3BUF', '3BUG', '3BUH', '3CIB', '3CIC', '3CID', '3CKP', '3CKR', '3DM6', '3DUY', '3DV1', '3DV5', '3EXO', '3FKT', '3H0B', '3HVG', '3HW1', '3I25', '3IGB', '3IN3', '3IN4', '3IND', '3INE', '3INF', '3INH', '3IVH', '3IVI', '3IXJ', '3IXK', '3K5C', '3K5D', '3K5F', '3K5G', '3KMX', '3KMY', '3KN0', '3KYR', '3L38', '3L3A', '3L58', '3L59', '3L5B', '3L5C', '3L5D', '3L5E', '3L5F', '3LHG', '3LNK', '3LPI', '3LPJ', '3LPK', '3MSJ', '3MSK', '3MSL', '3N4L', '3NSH', '3OHF', '3OHH', '3OOZ', '3PI5', '3QBH', '3QI1', '3R1G', '3R2F', '3RSV', '3RSX', '3RTH', '3RTM', '3RTN', '3RU1', '3RVI', '3S2O', '3S7L', '3S7M', '3SKF', '3SKG', '3TPJ', '3TPL', '3TPP', '3TPR', '3U6A', '3UDH', '3UDJ', '3UDK', '3UDM', '3UDN', '3UDP', '3UDQ', '3UDR', '3UDY', '3UFL', '3UQP', '3UQR', '3UQU', '3UQW', '3UQX', '3VEU', '3VF3', '3VG1', '3VV6', '3VV7', '3VV8', '3WB4', '3WB5', '3ZMG', '3ZOV', '4ACU', '4ACX', '4AZY', '4B00', '4B05', '4B0Q', '4B1C', '4B1D', '4B1E', '4B70', '4B72', '4B77', '4B78', '4BEK', '4BFD', '4D83', '4D85', '4D88', '4D89', '4D8C', '4DH6', '4DI2', '4DJU', '4DJV', '4DJW', '4DJX', '4DJY', '4DPF', '4DPI', '4DUS', '4DV9', '4DVF', '4EWO', '4EXG', '4FCO', '4FGX', '4FM7', '4FM8', '4FRI', '4FRJ', '4FRK', '4FRS', '4FS4', '4FSE', '4FSL', '4GID', '4GMI', '4H1E', '4H3F', '4H3G', '4H3I', '4H3J', '4HA5', '4HZT', '4I0D', '4I0E', '4I0F', '4I0G', '4I0H', '4I0I', '4I0J', '4I0Z', '4I10', '4I11', '4I12', '4I1C', '4IVS', '4IVT', '4J0P', '4J0T', '4J0V', '4J0Y', '4J0Z', '4J17', '4J1C', '4J1E', '4J1F', '4J1H', '4J1I', '4J1K', '4JOO', '4JP9', '4JPC', '4JPE', '4K8S', '4K9H', '4KE0', '4KE1', '4L7G', '4L7H', '4L7J', '4LC7', '4LXA', '4LXK', '4LXM', '4N00', '4PZW', '4PZX', '4R5N', '4R8Y', '4R91', '4R92', '4R93', '4R95', '4RCD', '4RCE', '4RCF', '4RRN', '4RRO', '4RRS', '4TRW', '4TRY', '4TRZ', '4WTU', '4WY1', '4WY6', '4X2L', '4X7I', '4XKX', '4XXS', '4YBI', '4ZPE', '4ZPF', '4ZPG', '4ZSM', '4ZSP', '4ZSQ', '4ZSR', '5CLM', '5DQC', '5ENK', '5ENM', '5EZX', '5EZZ', '5F00', '5F01', '5HD0', '5HDU', '5HDV', '5HDX', '5HDZ', '5HE4', '5HE5', '5HE7', '5HTZ', '5HU0', '5HU1', '5I3V', '5I3W', '5I3X', '5I3Y', '5IE1', '5KQF', '5KR8', '5MBW', '5MCO', '5MCQ', '5MXD', '5QCO', '5QCP', '5QCQ', '5QCR', '5QCS', '5QCT', '5QCU', '5QCV', '5QCW', '5QCX', '5QCY', '5QCZ', '5QD0', '5QD1', '5QD2', '5QD3', '5QD4', '5QD5', '5QD6', '5QD7', '5QD8', '5QD9', '5QDA', '5QDB', '5QDC', '5QDD', '5T1U', '5T1W', '5TOL', '5UYU', '5V0N', '5YGX', '5YGY', '6BFD', '6BFE', '6BFW', '6BFX', '6C2I', '6DHC', '6DMI', '6E3Z', '6EJ2', '6EJ3', '6EQM', '6FGY', '6JSE', '6JSF', '6JSG', '6JSN', '6JT3', '6JT4', '6NV7', '6NV9', '6NW3', '6OD6', '6PZ4', '6UVP', '6UVV', '6UVY', '6UWP', '6UWV', '6WNY', '7B1E', '7B1P', '7B1Q', '7D2V', '7D2X', '7D36', '7D5A', '7DCZ', '7F1D', '7MYI', '7MYR', '7MYU', '7N66']"
183,Q9Y5Z0,1,Enzymes,Hydrolases,3.4.23,[307],[2386.741048835277],[145],[167],[32.9],"['2EWY', '3ZKG', '3ZKI', '3ZKM', '3ZKN', '3ZKQ', '3ZKS', '3ZKX', '3ZL7', '3ZLQ', '4BEL', '4BFB', '6JSZ', '6UJ0', '6UJ1', '7D5B', '7D5U', '7F1G', '7N4N']"
184,Q13145,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],[]
185,P35613,3,Unclassified,Unclassified,Unclassified,"[215, 70, 28]","[924.5631548580508, 1987.8303403287052, 816.7778258699992]","[1, 30, 50]","[167, 643, 432]","[2.59999, -11.599, 14.8]","['3B5H', '3I84', '3I85', '3QQN', '3QR2', '4U0Q', '5X0T', '5XF0', '6LYY', '6LZ0', '7CKO', '7CKR', '7DA5', '7DAA', '7DCE', '7XY8']"
186,P82251,0,Transporters,SLC,SLC;APC;SLC7,[],[],[],[],[],"['6LI9', '6LID', '6YUP', '6YV1']"
187,P50895,2,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[42, 181]","[1381.0648805436244, 1354.4071093996079]","[79, 0]","[1593, 0]","[-2.9, -5.1]","['2PET', '2PF6']"
188,Q8NFU1,0,Transporters,Other_transporters,Other_transporters;Bestrophin,[],[],[],[],[],"['8D1E', '8D1F', '8D1G', '8D1H']"
189,Q8NFU0,0,Transporters,Other_transporters,Other_transporters;Bestrophin,[],[],[],[],[],[]
190,P46663,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],['7EIB']
191,P30411,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['7F2O', '7F6H', '7F6I']"
192,Q13873,2,Receptors,Kinase,Kinase;Act.TGFB,"[333, 69]","[2739.4205064876605, 1806.2129297699548]","[20, 148]","[113, 275]","[-19.5, -7.8999]","['2HLQ', '3G2F', '6UNP', '7PPA', '7PPB', '7PPC', '7U5O']"
193,P36894,2,Receptors,Kinase,Kinase;Act.TGFB,"[275, 282]","[2308.254755925927, 1088.7598523762285]","[1, 183]","[47, 1004]","[-9.7, 2.09999]","['1ES7', '1REW', '2GOO', '2H62', '2H64', '2K3G', '2QJ9', '2QJA', '2QJB', '3NH7', '3QB4']"
194,Q9BWV1,3,Receptors,IG,IG;NetrinR,"[507, 55, 719]","[705.3302143348462, 1057.8584101187241, 6296.516132006316]","[775, 21, 1]","[1610, 1663, 0]","[6.69999, 25.1, 24.6999]","['3N1G', '3N1M', '3N1P']"
195,P32247,1,Receptors,GPCR,GPCR;Rhodopsin,[105],[1042.272813823887],[1075],[819],[29.6],[]
196,Q10588,2,Unmatched,Unmatched,Unmatched,"[17, 113]","[2017.8550455252912, 2882.956965948092]","[0, 5]","[120, 32]","[41.4999, -18.599]","['1ISF', '1ISG', '1ISH', '1ISI', '1ISJ', '1ISM']"
197,Q10589,2,Unclassified,Unclassified,Unclassified,"[95, 134]","[1015.7484634049118, 3483.111118526619]","[11, 0]","[301, 0]","[13.7, 8.29999]","['2LK9', '2X7A', '2XG7', '3MQ7', '3MQ9', '3MQB', '3MQC', '3NWH', '4P6Z', '6CM9', '6CRI', '6D83', '6D84', '6DFF']"
198,Q13410,1,Miscellaneous,Other,Other;Butyrophylin,[38],[822.4786529834302],[283],[2409],[16.5],[]
199,Q7KYR7,3,Miscellaneous,Other,Other;Butyrophylin,"[172, 18, 320]","[3009.5699372792983, 888.7505500109066, 2228.665608854789]","[62, 9, 0]","[356, 104, 32]","[17.3999, 22.8, -26.8]",[]
200,Q8WVV5,6,Miscellaneous,Other,Other;Butyrophylin,"[206, 19, 146, 316, 190, 411]","[1024.187712114722, 1520.8265806829365, 2024.923435070396, 2238.083987274968, 1368.2714232010337, 1034.5708697603086]","[9, 0, 15, 2, 33, 25]","[585, 62, 64, 5, 105, 32]","[14.7, 47.2999, 25.7, -7.1, 10.6, -0.3]",[]
201,Q96KV6,4,Miscellaneous,Other,Other;Butyrophylin,"[421, 282, 367, 139]","[1074.37950289263, 813.3393333180979, 2131.9860038226493, 2720.2666814998574]","[52, 0, 54, 21]","[83, 6, 91, 772]","[-14.0, 16.7, 6.99999, 30.6]",[]
