acc,pdb
Q8NHL6,1UGN
Q8NHL6,1VDG
Q8NHL6,3D2U
Q8NHL6,4LL9
Q8NHL6,4NO0
Q8NHL6,5KNM
Q8NHL6,6AEE
Q8NHL6,6EWA
Q8NHL6,6EWC
Q8NHL6,6EWO
Q8NHL6,6K60
Q8NHL6,6ZDX
Q8NHL6,7KFK
Q8N423,2DYP
Q8N423,2GW5
Q8N423,4LLA
Q8N423,6AED
Q8N423,6BCS
Q92633,4Z34
Q92633,4Z35
Q92633,4Z36
Q92633,7TD0
Q92633,7TD1
Q92633,7TD2
Q92633,7YU3
Q92633,7YU4
Q92633,7YU5
Q92633,7YU6
Q92633,7YU7
Q92633,7YU8
Q9HBW0,4P0C
Q8NI32,6ZSO
Q86YD5,7FFF
Q86YD5,7FFL
Q86YD5,7FFN
Q14392,6GFF
Q14392,8C7H
Q96PB8,5EMA
Q9HCJ2,3ZYJ
Q96NI6,5XNP
Q96NI6,5XNQ
Q96NI6,5XWS
Q96NI6,5XWT
Q96JA1,4U7L
Q96JA1,4U7M
Q07954,1CR8
Q07954,1D2L
Q07954,1J8E
Q07954,2FYJ
Q07954,2FYL
Q07954,2KNX
Q07954,2KNY
P98164,2M0P
O75581,3S2K
O75581,3S8V
O75581,3S8Z
O75581,3S94
O75581,3SOB
O75581,3SOQ
O75581,3SOV
O75581,4A0P
O75581,4DG6
O75581,4NM5
O75581,4NM7
O75581,5AIR
O75581,5FWW
O75581,5GJE
O75581,6H15
O75581,6H16
O75581,6L6R
O75581,7NAM
O75581,8CTG
O75581,8DVL
O75581,8DVM
O75581,8DVN
O75581,8FFE
Q14114,3A7Q
Q14114,5B4X
Q14114,5B4Y
Q9HBW1,2DL9
Q9HBW1,3ZYI
O43300,5Z8X
O43300,5Z8Y
P22888,7FIG
P22888,7FIH
P22888,7FII
P22888,7FIJ
Q15722,7K15
Q15722,7VKT
P29376,7NX0
P29376,7NX1
O95868,7S4G
O60449,7JPT
O60449,7JPU
P14151,2LGF
P14151,3CFW
P14151,5VC1
P16581,1ESL
P16581,1G1T
P16581,4C16
P16581,4CSY
P16581,6EYI
P16581,6EYJ
P16581,6EYK
P16109,1FSB
P16109,1G1Q
P16109,1G1R
P16109,1G1S
P16109,1HES
Q8N2G4,6ZSS
O95274,6IOM
O95274,6ION
P32245,6W25
P32245,7AUE
P32245,7F53
P32245,7F54
P32245,7F55
P32245,7F58
P32245,7PIU
P32245,7PIV
Q9GZU1,5TJA
Q9GZU1,5TJB
Q9GZU1,5TJC
Q9GZU1,5WJ5
Q9GZU1,5WJ9
Q9GZU1,6E7P
Q9GZU1,6E7Y
Q9GZU1,6E7Z
Q9GZU1,7MGL
P15529,1CKL
P15529,2O39
P15529,3INB
P15529,3L89
P15529,3O8E
P15529,5FO8
Q8NFP4,5V5V
Q8NFP4,5V5W
Q8NFP4,5XEQ
P08183,6C0V
P08183,6FN1
P08183,6FN4
P08183,6QEX
P08183,7A65
P08183,7A69
P08183,7A6C
P08183,7A6E
P08183,7A6F
P08183,7O9W
P21439,6S7P
P21439,7NIU
P21439,7NIV
P21439,7NIW
Q16819,7UAB
Q16819,7UAC
Q16819,7UAE
Q16819,7UAF
Q16819,7UAI
Q16820,4GWM
Q16820,4GWN
Q16820,7AQ1
Q16820,7AUW
Q12866,2DBJ
Q12866,2P0C
Q12866,3BPR
Q12866,3BRB
Q12866,3TCP
Q12866,4M3Q
Q12866,4MH7
Q12866,4MHA
Q12866,5K0K
Q12866,5K0X
Q12866,5TC0
Q12866,5TD2
Q12866,5U6C
Q12866,6MEP
Q12866,7AAX
Q12866,7AAY
Q12866,7AAZ
Q12866,7AB0
Q12866,7AB1
Q12866,7AB2
Q12866,7AVX
Q12866,7AVY
Q12866,7AVZ
Q12866,7AW0
Q12866,7AW1
Q12866,7AW2
Q12866,7AW3
Q12866,7AW4
Q12866,7CQE
Q12866,7DXL
Q12866,7M5Z
Q12866,7OAM
Q12866,7OLS
Q12866,7OLV
Q12866,7OLX
Q12866,7XHY
P08581,1FYR
P08581,1R0P
P08581,1R1W
P08581,1SHY
P08581,1SSL
P08581,2G15
P08581,2RFN
P08581,2RFS
P08581,2UZX
P08581,2UZY
P08581,2WD1
P08581,2WGJ
P08581,2WKM
P08581,3A4P
P08581,3BUX
P08581,3C1X
P08581,3CCN
P08581,3CD8
P08581,3CE3
P08581,3CTH
P08581,3CTJ
P08581,3DKC
P08581,3DKF
P08581,3DKG
P08581,3EFJ
P08581,3EFK
P08581,3F66
P08581,3F82
P08581,3I5N
P08581,3L8V
P08581,3LQ8
P08581,3Q6U
P08581,3Q6W
P08581,3QTI
P08581,3R7O
P08581,3RHK
P08581,3U6H
P08581,3U6I
P08581,3VW8
P08581,3ZBX
P08581,3ZC5
P08581,3ZCL
P08581,3ZXZ
P08581,3ZZE
P08581,4AOI
P08581,4AP7
P08581,4DEG
P08581,4DEH
P08581,4DEI
P08581,4EEV
P08581,4GG5
P08581,4GG7
P08581,4IWD
P08581,4K3J
P08581,4KNB
P08581,4MXC
P08581,4O3T
P08581,4O3U
P08581,4R1V
P08581,4R1Y
P08581,4XMO
P08581,4XYF
P08581,5DG5
P08581,5EOB
P08581,5EYC
P08581,5EYD
P08581,5HLW
P08581,5HNI
P08581,5HO6
P08581,5HOA
P08581,5HOR
P08581,5HTI
P08581,5LSP
P08581,5T3Q
P08581,5UAB
P08581,5UAD
P08581,5YA5
P08581,6GCU
P08581,6I04
P08581,6SD9
P08581,6SDC
P08581,6SDD
P08581,6SDE
P08581,6UBW
P08581,6WVZ
P08581,7B3Q
P08581,7B3T
P08581,7B3V
P08581,7B3W
P08581,7B3Z
P08581,7B40
P08581,7B41
P08581,7B42
P08581,7B43
P08581,7B44
P08581,7MO7
P08581,7MO8
P08581,7MO9
P08581,7MOA
P08581,7MOB
P08581,7V3R
P08581,7V3S
P08581,7Y4T
P08581,7Y4U
P08581,8AN8
P08581,8ANS
P08581,8GVJ
Q29983,1B3J
Q29983,1HYR
Q29983,7FI5
Q29983,7FI6
Q29983,7FI7
Q29983,7FI8
Q29983,7FI9
Q29980,1JE6
Q29980,2WY3
Q5HYA8,7FH1
P50281,1BQQ
P50281,1BUV
P50281,2MQS
P50281,3C7X
P50281,3MA2
P50281,3X23
P50281,4P3C
P50281,4P3D
P50281,4QXU
P50281,5H0U
P50281,6CLZ
P50281,6CM1
P51512,1RM8
P53985,6LYY
P53985,6LZ0
P53985,7CKO
P53985,7CKR
P53985,7DA5
P53985,7YR5
O60669,7BP3
Q2M385,6U23
Q2M385,6U2J
Q2M385,6U2K
Q2M385,6U2L
Q2M385,6U2W
P20645,1JUQ
P11717,1E6F
P11717,1GP0
P11717,1GP3
P11717,1GQB
P11717,1JPL
P11717,1JWG
P11717,1LF8
P11717,2CNJ
P11717,2L29
P11717,2L2A
P11717,2M68
P11717,2M6T
P11717,2V5N
P11717,2V5O
P11717,2V5P
P11717,5IEI
P11717,6N5X
P11717,6N5Y
P11717,6P8I
P11717,6V02
P11717,6Z30
P11717,6Z31
P11717,6Z32
O95297,6IGO
O95297,6IGT
O95297,6IGW
P22897,1EGG
P22897,1EGI
P22897,5XTS
P22897,5XTW
P22897,6INN
P22897,6INO
P22897,6INU
P22897,6INV
P22897,6IOE
P22897,7JUB
P22897,7JUC
P22897,7JUD
P22897,7JUE
P22897,7JUF
P22897,7JUG
P22897,7JUH
P22897,7L61
P22897,7L62
P22897,7L63
P22897,7L64
P22897,7L65
P22897,7L66
P22897,7L67
P22897,7L68
Q9UBG0,5AO5
Q9UBG0,5AO6
Q9UBG0,5E4K
Q9UBG0,5E4L
Q9UBG0,5EW6
Q8TDS7,7Y12
Q8TDS7,7Y13
Q8TDS7,7Y14
Q8TDS7,7Y15
Q96LB2,8DWC
Q96LB2,8DWG
Q96LB2,8DWH
Q96LB1,7S8L
Q96LB1,7S8M
Q96LB1,7S8N
Q96LB1,7S8O
Q96LB1,7VDH
Q96LB1,7VDL
Q96LB1,7VDM
Q96LB1,7VUY
Q96LB1,7VUZ
Q96LB1,7VV0
Q96LB1,7VV3
Q96LB1,7VV4
Q96LB1,7VV5
Q96LB1,7VV6
Q96LA9,7S8P
P33527,2CBZ
P33527,4C3Z
Q01726,7F4D
Q01726,7F4F
Q01726,7F4H
Q01726,7F4I
Q13421,4F3F
Q13421,7U8C
Q13421,7U9J
Q13421,7UED
Q13421,8CX3
P21757,7DPX
P48039,6ME2
P48039,6ME3
P48039,6ME4
P48039,6ME5
P48039,7DB6
P48039,7VGY
P48039,7VGZ
P49286,6ME6
P49286,6ME7
P49286,6ME8
P49286,6ME9
P49286,7VH0
P43121,6LYN
P15941,1SM3
P15941,2ACM
P15941,2FO4
P15941,5T6P
P15941,5T78
P15941,6FZQ
P15941,6FZR
P15941,6KX1
P15941,6TGG
P15941,7Q4I
P15941,7V4W
P15941,7V64
P15941,7V7K
P15941,7V8Q
P15941,7VAC
P15941,7VAZ
Q9BRK3,6JO8
Q9NZM1,2DMH
Q9NZM1,2K2O
Q9NZM1,6EEL
P25189,3OAI
P60201,2XPG
Q8IZF0,6XIW
Q8IZF0,7CM3
Q8IZF0,7SX3
Q8IZF0,7SX4
Q8IZF0,7WJI
Q9UQQ1,4TWE
P13591,2E3V
P13591,2HAZ
P13591,2VKW
P13591,2VKX
P13591,3MTR
P13591,5AEA
P13591,5LKN
O15394,2DOC
O15394,2JLL
O15394,2KBG
O15394,2V5T
O15394,2VAJ
O15394,2WIM
O15394,2XY1
O15394,2XY2
O15394,2XYC
O76036,1OLL
O76036,1P6F
O76036,6IAP
O95944,1HKF
O14931,3NOI
O14931,3PV6
O14931,6YJP
Q7Z3B1,6DLD
Q7Z3B1,6U6T
Q92859,1X5F
Q92859,1X5G
Q92859,1X5H
Q92859,1X5I
Q92859,1X5J
Q92859,1X5K
Q92859,3P4L
P08473,1DMT
P08473,1R1H
P08473,1R1I
P08473,1R1J
P08473,1Y8J
P08473,2QPJ
P08473,2YB9
P08473,4CTH
P08473,5JMY
P08473,6GID
P08473,6SH1
P08473,6SH2
P08473,6SUK
P08473,6SVY
P08473,6THP
P08473,6XVP
O94856,3P3Y
O94856,3P40
Q92542,2N7Q
Q92542,2N7R
Q92542,4UIS
Q92542,5A63
Q92542,5FN2
Q92542,5FN3
Q92542,5FN4
Q92542,5FN5
Q92542,6IDF
Q92542,6IYC
Q92542,6LQG
Q92542,6LR4
Q92542,7C9I
Q92542,7D8X
Q92542,7Y5T
Q92542,7Y5X
Q92542,7Y5Z
P25103,2KS9
P25103,2KSA
P25103,2KSB
P25103,6E59
P25103,6HLL
P25103,6HLO
P25103,6HLP
P25103,7P00
P25103,7P02
P25103,7RMG
P25103,7RMH
P25103,7RMI
P26715,2RMX
P26715,2YU7
P26715,3BDW
P26715,3CDG
P26715,3CII
P26717,2L35
P26718,1HYR
P26718,1KCG
P26718,1MPU
P26718,4PDC
P26718,4S0U
Q8N2Q7,5OJ6
Q8N2Q7,5OJK
Q8NFZ4,5XEQ
Q8NFZ4,8GS4
Q8N0W4,2WQZ
Q8N0W4,2XB6
Q8N0W4,3BE8
Q8NA29,7OIX
Q12879,3NFL
Q12879,5H8F
Q12879,5H8H
Q12879,5H8N
Q12879,5H8Q
Q12879,5I2K
Q12879,5I2N
Q12879,5KCJ
Q12879,5KDT
Q12879,5TP9
Q12879,5TPA
Q12879,6IRA
Q12879,6IRF
Q12879,6IRG
Q12879,6IRH
Q12879,7EOQ
Q12879,7EOR
Q12879,7EOS
Q12879,7EOT
Q12879,7EOU
Q12879,7EU7
Q12879,8E99
Q13224,5EWJ
Q13224,5EWL
Q13224,5EWM
Q13224,7EU8
Q13224,7KL0
Q13224,7KL1
Q13224,7KL2
Q13224,7UIS
Q13224,7UJP
Q13224,7UJQ
Q13224,7UJR
Q13224,7UJS
Q13224,7UJT
Q14957,8E92
Q14957,8E93
Q14957,8E94
Q14957,8E97
Q14957,8E98
Q14957,8E99
O15399,7YFM
O15399,8E96
Q05586,2HQW
Q05586,2NR1
Q05586,3BYA
Q05586,5H8F
Q05586,5H8H
Q05586,5H8N
Q05586,5H8Q
Q05586,5I2K
Q05586,5I2N
Q05586,5KCJ
Q05586,5KDT
Q05586,5TP9
Q05586,5TPA
Q05586,6IRA
Q05586,6IRF
Q05586,6IRG
Q05586,6IRH
Q05586,7EOQ
Q05586,7EOR
Q05586,7EOS
Q05586,7EOT
Q05586,7EOU
Q05586,7EU7
Q05586,7EU8
Q05586,7YFM
Q05586,8E92
Q05586,8E93
Q05586,8E94
Q05586,8E96
Q05586,8E97
Q05586,8E98
Q05586,8E99
Q9HB89,7W53
Q9HB89,7W56
Q9GZQ4,7W55
Q9GZQ4,7W57
Q9GZQ4,7XK8
P46531,1PB5
P46531,1TOZ
P46531,1YYH
P46531,2F8X
P46531,2F8Y
P46531,2HE0
P46531,2VJ3
P46531,3ETO
P46531,3I08
P46531,3L95
P46531,3NBN
P46531,3V79
P46531,4CUD
P46531,4CUE
P46531,4CUF
P46531,4D0E
P46531,4D0F
P46531,5FM9
P46531,5FMA
P46531,5KZO
P46531,5L0R
P46531,5UB5
P46531,6IDF
P46531,6PY8
Q04721,2OO4
Q04721,5MWB
Q9UM47,4ZLP
Q9UM47,5CZV
Q9UM47,5CZX
Q9UM47,6WQU
Q9UM47,6XSW
Q99466,7OR3
Q99466,7OR5
Q99466,7OR7
O15118,3GKH
O15118,3GKI
O15118,3GKJ
O15118,3JD8
O15118,5F18
O15118,5F1B
O15118,5HNS
O15118,5JNX
O15118,5KWY
O15118,5U73
O15118,5U74
O15118,6UOX
O15118,6W5R
O15118,6W5S
O15118,6W5T
O15118,6W5U
O15118,6W5V
O15118,8EUS
Q9UHC9,3QNT
Q9UHC9,7DF8
Q9UHC9,7DFW
Q9UHC9,7DFZ
Q9UHC9,7N4U
Q9UHC9,7N4V
Q9UHC9,7N4X
O60500,4ZRT
Q9Y639,6A69
P25929,5ZBQ
P25929,7VGX
P25929,7X9A
P49146,7X9B
P49146,7YON
P49146,7YOO
P50391,7X9C
Q68D85,3PV6
Q68D85,3PV7
Q68D85,4ZSO
Q68D85,6YJP
P49281,5F0L
P49281,5F0M
P49281,5F0P
P49281,7BLO
P49281,7BLQ
Q92823,1UEN
Q92823,1UEY
Q02297,1HAE
Q02297,1HAF
Q02297,1HRE
Q02297,1HRF
Q02297,3U7U
Q02297,7MN5
Q02297,7MN6
Q02297,7MN8
Q02297,7SJL
O14786,1KEX
O14786,2QQI
O14786,2QQM
O14786,2QQN
O14786,3I97
O14786,4DEQ
O14786,4RN5
O14786,5C7G
O14786,5IJR
O14786,5IYY
O14786,5J1X
O14786,5JGI
O14786,5JGQ
O14786,5JHK
O14786,5L73
O14786,6FMC
O14786,6FMF
O14786,6TKK
O14786,7JJC
O14786,7O1N
O14786,7P5U
O60462,2QQJ
O60462,2QQK
O60462,2QQL
O60462,2QQO
O60462,4QDQ
O60462,4QDR
O60462,4QDS
O60462,5DN2
O60462,5DQ0
O60462,6GH8
O60462,6TDB
O60462,6TJT
O60462,7M22
O60462,7T4S
Q9ULB1,6NID
P58400,3B3Q
P58400,5Z8Y
P58401,4NXR
Q14973,7FCI
Q14973,7PQG
Q14973,7PQQ
Q14973,7VAD
Q14973,7VAG
Q14973,7WSI
Q14973,7ZYI
Q9Y2I2,3ZYJ
Q96CW9,3TBD
Q96CW9,3ZYG
Q96CW9,3ZYI
P30989,2LYW
P30989,6OS9
P30989,6OSA
P30989,6PWC
P30989,6UP7
P30989,7UL2
Q9P121,6DLF
P04629,1HE7
P04629,1SHC
P04629,1WWA
P04629,1WWW
P04629,2IFG
P04629,2N90
P04629,4AOJ
P04629,4CRP
P04629,4F0I
P04629,4GT5
P04629,4PMM
P04629,4PMP
P04629,4PMS
P04629,4PMT
P04629,4YNE
P04629,4YPS
P04629,5H3Q
P04629,5I8A
P04629,5JFS
P04629,5JFV
P04629,5JFW
P04629,5JFX
P04629,5KMI
P04629,5KMJ
P04629,5KMK
P04629,5KML
P04629,5KMM
P04629,5KMN
P04629,5KMO
P04629,5KVT
P04629,5WR7
P04629,6D1Y
P04629,6D1Z
P04629,6D20
P04629,6D22
P04629,6DKB
P04629,6DKG
P04629,6DKI
P04629,6DKW
P04629,6IQN
P04629,6J5L
P04629,6NPT
P04629,6NSP
P04629,6NSS
P04629,6PL1
P04629,6PL2
P04629,6PL3
P04629,6PL4
P04629,6PMA
P04629,6PMB
P04629,6PMC
P04629,6PME
P04629,7N3T
P04629,7VKM
P04629,7VKN
P04629,7VKO
P04629,7XAF
P04629,7XBI
Q16620,1HCF
Q16620,1WWB
Q16620,2MFQ
Q16620,4ASZ
Q16620,4AT3
Q16620,4AT4
Q16620,4AT5
Q16620,5MO9
Q16288,1WWC
Q16288,3V5Q
Q16288,4YMJ
Q16288,6KZC
Q16288,6KZD
Q9Y5P1,6LBG
Q9H255,8F76
P78380,1YPO
P78380,1YPQ
P78380,1YPU
P78380,1YXJ
P78380,1YXK
P78380,3VLG
P78380,6TL7
P78380,6TL9
P78380,6TLA
P78380,7R8U
P78380,7W5D
Q14982,5UV6
P41143,4N6H
P41143,4RWA
P41143,4RWD
P41143,6PT2
P41143,6PT3
P41143,8F7S
P41145,4DJH
P41145,6B73
P41145,6VI4
P41145,7T10
P41145,7T11
P41145,7UL2
P41145,7UL5
P41145,8F7W
P35372,8EF5
P35372,8EF6
P35372,8EFB
P35372,8EFL
P35372,8EFO
P35372,8EFQ
P35372,8F7Q
P35372,8F7R
P41146,4EA3
P41146,5DHG
P41146,5DHH
P41146,8F7X
P08100,4ZWJ
P08100,5DGY
P08100,5W0P
P08100,6CMO
Q86WC4,7BXU
Q86WC4,7CQ5
Q86WC4,7CQ6
Q86WC4,7CQ7
Q86WC4,7JM7
O43613,4ZJ8
O43613,4ZJC
O43613,6TO7
O43613,6TOD
O43613,6TOS
O43613,6TOT
O43613,6TP3
O43613,6TP4
O43613,6TP6
O43613,6TQ4
O43613,6TQ6
O43613,6TQ7
O43613,6TQ9
O43613,6V9S
O43614,4S0V
O43614,5WQC
O43614,5WS3
O43614,6TPG
O43614,6TPJ
O43614,6TPN
O43614,7L1U
O43614,7L1V
O43614,7SQO
O43614,7XRR
P30559,6TPK
P30559,7QVM
P30559,7RYC
P56373,5SVJ
P56373,5SVK
P56373,5SVL
P56373,5SVM
P56373,5SVP
P56373,5SVQ
P56373,5SVR
P56373,5SVS
P56373,5SVT
P56373,5YVE
P56373,6AH4
P56373,6AH5
P47900,4XNV
P47900,4XNW
Q9H244,4NTJ
Q9H244,4PXZ
Q9H244,4PY0
Q9H244,7PP1
P41586,2JOD
P41586,3N94
P41586,6LPB
P41586,6M1H
P41586,6M1I
P41586,6P9Y
P41586,7JQD
P41586,8E3X
Q96RD7,6LTN
Q96RD7,6LTO
Q96RD7,6M02
Q96RD7,6M66
Q96RD7,6M67
Q96RD7,6M68
Q96RD7,6V6D
Q96RD7,6WBF
Q96RD7,6WBG
Q96RD7,6WBI
Q96RD7,6WBK
Q96RD7,6WBL
Q96RD7,6WBM
Q96RD7,6WBN
Q96RD7,7DWB
Q96RD7,7F8J
Q96RD7,7F8N
Q96RD7,7F8O
Q96RD7,7WSV
Q96RD6,7XLB
P25116,1NRN
P25116,1NRO
P25116,1NRP
P25116,1NRQ
P25116,1NRR
P25116,3BEF
P25116,3HKI
P25116,3HKJ
P25116,3LU9
P25116,3VW7
P55085,5NDD
P55085,5NDZ
P55085,5NJ6
Q96RI0,2ZPK
Q96RI0,3QDZ
Q9P2E7,6VFQ
Q9P2E7,6VFW
Q9P2E7,6VG4
Q96QU1,4XHZ
Q96QU1,5T4M
Q96QU1,5T4N
Q96QU1,5ULY
Q96QU1,6E8F
Q96QU1,6EB5
Q96QU1,6MFO
Q96QU1,6N2E
Q96JQ0,8EGW
Q96JQ0,8EGX
O14917,6VFT
Q9HCL0,6VFR
Q8TAB3,6VFU
Q9Y5G1,5K8R
Q9Y5G1,6MEQ
Q9Y5G1,6MER
Q08174,6BX7
Q08174,6MGA
Q08174,6PIM
Q08174,6VFP
O60245,2YST
O95206,6VFV
Q9HC56,2EE0
Q9NZQ7,3BIK
Q9NZQ7,3BIS
Q9NZQ7,3FN3
Q9NZQ7,3SBW
Q9NZQ7,4Z18
Q9NZQ7,4ZQK
Q9NZQ7,5C3T
Q9NZQ7,5GGT
Q9NZQ7,5GRJ
Q9NZQ7,5IUS
Q9NZQ7,5J89
Q9NZQ7,5J8O
Q9NZQ7,5JDR
Q9NZQ7,5JDS
Q9NZQ7,5N2D
Q9NZQ7,5N2F
Q9NZQ7,5NIU
Q9NZQ7,5O45
Q9NZQ7,5O4Y
Q9NZQ7,5X8L
Q9NZQ7,5X8M
Q9NZQ7,5XJ4
Q9NZQ7,5XXY
Q9NZQ7,6L8R
Q9NZQ7,6NM7
Q9NZQ7,6NM8
Q9NZQ7,6NNV
Q9NZQ7,6NOJ
Q9NZQ7,6NOS
Q9NZQ7,6NP9
Q9NZQ7,6PV9
Q9NZQ7,6R3K
Q9NZQ7,6RPG
Q9NZQ7,6VQN
Q9NZQ7,6YCR
Q9NZQ7,7BEA
Q9NZQ7,7C88
Q9NZQ7,7CZD
Q9NZQ7,7DCV
Q9NZQ7,7DY7
Q9NZQ7,7NLD
Q9NZQ7,7OUN
Q9NZQ7,7SJQ
Q9NZQ7,7TPS
Q9NZQ7,7UX5
Q9NZQ7,7UXO
Q9NZQ7,7UXP
Q9NZQ7,7UXQ
Q9NZQ7,7VUN
Q9BQ51,6UMT
Q9Y5Y4,6D26
Q9Y5Y4,6D27
Q9Y5Y4,7M8W
Q15116,2M2D
Q15116,3RRQ
Q15116,4ZQK
Q15116,5B8C
Q15116,5GGR
Q15116,5GGS
Q15116,5IUS
Q15116,5JXE
Q15116,5WT9
Q15116,6HIG
Q15116,6J14
Q15116,6J15
Q15116,6JBT
Q15116,6JJP
Q15116,6K0Y
Q15116,6R5G
Q15116,6ROY
Q15116,6ROZ
Q15116,6UMT
Q15116,6UMU
Q15116,6UMV
Q15116,6XKR
Q15116,7BXA
Q15116,7CGW
Q15116,7CU5
Q15116,7E9B
Q15116,7VUX
Q15116,7WSL
Q15116,7WVM
Q15116,8AS0
P43116,7CX2
P43116,7CX3
P43116,7CX4
P43115,6AK3
P43115,6M9T
P43115,7WU9
P35408,5YHL
P35408,5YWY
P35408,7D7M
P16284,2KY5
P16284,5C14
P16284,5GNI
P16234,1GQ5
P16234,5GRN
P16234,5K5X
P16234,6A32
P16234,6JOI
P16234,6JOJ
P16234,6JOK
P16234,6JOL
P16234,7LBF
P16234,7RAM
P09619,1GQ5
P09619,1H9O
P09619,1SHA
P09619,2IUI
P09619,2L6W
P09619,2PLD
P09619,2PLE
P09619,3MJG
P01833,1XED
P01833,2OCW
P01833,3CHN
P01833,3CM9
P01833,5D4K
P01833,6KXS
P01833,6LX3
P01833,6LXW
P01833,6UE7
P01833,6UE8
P01833,6UE9
P01833,6UEA
P01833,7K0C
P01833,7YSG
Q969N2,7W72
Q969N2,7WLD
Q9UKJ1,3WUZ
Q9UKJ1,3WV0
Q9UKJ1,4NFB
Q9UKJ1,5XO2
Q9UKJ1,5XOF
Q9UKJ0,4NFC
Q9UKJ0,4NFD
Q9P0L9,3TE3
Q9P0L9,4GIF
Q9P0L9,6DU8
P98161,1B4R
P98161,6A70
Q13563,2KLD
Q13563,2KLE
Q13563,2KQ6
Q13563,2Y4Q
Q13563,3HRN
Q13563,3HRO
Q13563,5K47
Q13563,5MKE
Q13563,5MKF
Q13563,5T4D
Q13563,6A70
Q13563,6D1W
Q13563,6T9N
Q13563,6T9O
Q13563,6WB8
Q13018,6JLI
Q13018,7QSR
Q9UIW2,7Y4P
Q9UIW2,7Y4Q
O75051,3Q3J
Q9HCM2,4E74
O43157,2JPH
O43157,2OS6
O43157,2R2O
O43157,2REX
O43157,3HM6
O43157,3OL2
O43157,3SU8
O43157,3SUA
O43157,5B4W
O43157,7VF3
O43157,7VG7
O15031,4E71
O60486,3KUZ
O60486,3NVN
O60486,3NVQ
O60486,6VXK
Q9Y4D7,3H6N
P40967,1TVB
P40967,1TVH
P40967,3CC5
P40967,4IS6
P40967,5EU3
P40967,5EU4
P40967,5EU5
P40967,5EU6
P40967,6VM7
P40967,6VM8
P40967,6VM9
P40967,6VMA
P40967,6VMC
P40967,7PHR
Q8TEM1,7R5J
Q8TEM1,7R5K
P05187,1EW2
P05187,1ZEB
P05187,1ZED
P05187,1ZEF
P05187,2GLQ
P05187,3MK0
P05187,3MK1
P05187,3MK2
P04156,1E1G
P04156,1E1J
P04156,1E1P
P04156,1E1S
P04156,1E1U
P04156,1E1W
P04156,1FKC
P04156,1FO7
P04156,1H0L
P04156,1HJM
P04156,1HJN
P04156,1I4M
P04156,1OEH
P04156,1OEI
P04156,1QLX
P04156,1QLZ
P04156,1QM0
P04156,1QM1
P04156,1QM2
P04156,1QM3
P04156,2IV4
P04156,2IV5
P04156,2IV6
P04156,2K1D
P04156,2KUN
P04156,2LBG
P04156,2LEJ
P04156,2LFT
P04156,2LSB
P04156,2LV1
P04156,2M8T
P04156,2OL9
P04156,2W9E
P04156,3HAF
P04156,3HAK
P04156,3HEQ
P04156,3HER
P04156,3HES
P04156,3HJ5
P04156,3HJX
P04156,3MD4
P04156,3MD5
P04156,3NHC
P04156,3NHD
P04156,3NVF
P04156,4DGI
P04156,4E1H
P04156,4E1I
P04156,4KML
P04156,4N9O
P04156,5L6R
P04156,5YJ4
P04156,5YJ5
P04156,6DU9
P04156,6LNI
P04156,6PQ5
P04156,6PQA
P04156,6SUZ
P04156,6SV2
P04156,6UUR
P04156,7DWV
P04156,7FHQ
P04156,7RL4
P04156,7RVC
P04156,7RVE
P04156,7RVJ
P04156,7RVK
P04156,7RVL
P04156,7UMQ
P04156,7UN5
P16471,1BP3
P16471,2LFG
P16471,2N7I
P16471,3D48
P16471,3MZG
P16471,3N06
P16471,3N0P
P16471,3NCB
P16471,3NCC
P16471,3NCE
P16471,3NCF
P16471,4I18
Q9UKY0,1LG4
P23942,7ZW1
Q16651,3DFJ
Q16651,3DFL
Q16651,3E0N
Q16651,3E0P
Q16651,3E16
Q16651,3E1X
Q16651,3FVF
Q16651,3GYL
Q16651,3GYM
P49768,2KR6
P49768,4UIS
P49768,5A63
P49768,5FN2
P49768,5FN3
P49768,5FN4
P49768,5FN5
P49768,6IDF
P49768,6IYC
P49768,6LQG
P49768,6LR4
P49768,7C9I
P49768,7D8X
P49768,7Y5T
P49810,7Y5X
P49810,7Y5Z
Q13635,6DMB
Q13635,6DMO
Q13635,6DMY
Q13635,6E1H
Q13635,6N7G
Q13635,6N7H
Q13635,6N7K
Q13635,6OEU
Q13635,6OEV
Q13635,6RMG
Q13635,6RTW
Q13635,6RTX
Q13635,6RTY
Q13635,6RVC
Q13635,6RVD
Q6ISU1,3OF6
Q03431,1BL1
Q03431,3C4M
Q03431,3H3G
Q03431,3L2J
Q03431,4Z8J
Q03431,5EMB
Q03431,6NBF
Q03431,6NBH
Q03431,6NBI
Q03431,7UZP
Q03431,7VVJ
Q03431,7VVK
Q03431,7VVL
Q03431,7VVM
Q03431,7VVN
Q03431,7VVO
Q03431,8HA0
Q03431,8HAF
Q03431,8HAO
P49190,7F16
Q13308,6VG3
Q92932,2QEP
Q92932,4HTI
Q92932,4HTJ
P18433,6UZT
P23467,2AHS
P23467,2H02
P23467,2H03
P23467,2H04
P23467,2HC1
P23467,2HC2
P23467,2I3R
P23467,2I3U
P23467,2I4E
P23467,2I4G
P23467,2I4H
P23467,2I5X
P08575,1YGR
P08575,1YGU
P08575,5FMV
P08575,5FN6
P08575,5FN7
P23468,1X5Z
P23468,2DLH
P23468,2YD6
P23468,2YD7
P23468,4RCA
P23468,5WY8
P23468,5XNP
